id Объекта,Объект,id Ведомственной Организации,Ведомственная Организация,Доступность,Доступность
102522,Дворовая территория,237470,Управа района Царицыно города Москвы,4,#REF!
102523,Дворовая территория,237470,Управа района Царицыно города Москвы,4,#REF!
102525,Дворовая территория,237470,Управа района Царицыно города Москвы,4,#REF!
102526,Дворовая территория,237462,Управа Донского района города Москвы,4,#REF!
102529,Дворовая территория,237471,Управа района Чертаново Северное города Москвы,4,#REF!
102531,Фитнес клуб «Ворлд Класс»,NULL,NULL,3,#REF!
102535,Дворовая территория,237467,Управа Нагорного района города Москвы,4,#REF!
102536,Дворовая территория,237467,Управа Нагорного района города Москвы,4,#REF!
102539,Дворовая территория,237467,Управа Нагорного района города Москвы,4,#REF!
102541,Дворовая территория,237465,Управа района Нагатино-Садовники города Москвы,4,#REF!
102543,Дворовая территория,237465,Управа района Нагатино-Садовники города Москвы,4,#REF!
102544,Дворовая территория,237466,Управа района Нагатинский затон города Москвы,4,#REF!
102545,Дворовая территория,237466,Управа района Нагатинский затон города Москвы,4,#REF!
102547,Дворовая территория,237466,Управа района Нагатинский затон города Москвы,4,#REF!
102548,Дворовая территория,237466,Управа района Нагатинский затон города Москвы,4,#REF!
102550,Дворовая территория,237466,Управа района Нагатинский затон города Москвы,4,#REF!
102551,Дворовая территория,237466,Управа района Нагатинский затон города Москвы,4,#REF!
102552,Дворовая территория,237466,Управа района Нагатинский затон города Москвы,4,#REF!
102553,Дворовая территория,237466,Управа района Нагатинский затон города Москвы,4,#REF!
102554,Спортивный комплекс высшего учебного заведения «Физкультурно-оздоровительный комплекс Московской государственной академии водного транспорта»,266981,Минобрнауки России,2,#REF!
102555,Дворовая территория,237466,Управа района Нагатинский затон города Москвы,4,#REF!
102557,Плоскостное спортивное сооружение,237344,Префектура Южного административного округа города Москвы,3,#REF!
102559,Дворовая территория,237471,Управа района Чертаново Северное города Москвы,4,#REF!
102560,Дворовая территория,237471,Управа района Чертаново Северное города Москвы,4,#REF!
102561,"Физкультурно-оздоровительный комплекс с бассейном «ГБУ «ЦФКиС ЗАО г. Москвы» Москомспорта, на ул. Родниковой»",219165,Москомспорт.,3,#REF!
102563,Дворовая территория,237471,Управа района Чертаново Северное города Москвы,4,#REF!
102564,Дворовая территория,237471,Управа района Чертаново Северное города Москвы,4,#REF!
102565,Дворовая территория,237471,Управа района Чертаново Северное города Москвы,4,#REF!
102566,Бассейн плавательный «Панджшер»,NULL,NULL,3,#REF!
102570,Дворовая территория,237469,Управа района Орехово-Борисово Южное города Москвы,4,#REF!
102572,Дворовая территория,237469,Управа района Орехово-Борисово Южное города Москвы,4,#REF!
102576,Фитнес клуб «Премьер-спорт»,NULL,NULL,3,#REF!
102577,Фитнес-клуб «Свим энд Джим»,NULL,NULL,3,#REF!
102578,Досуговый центр «Сказочная страна»,237410,Управа Можайского района города Москвы,3,#REF!
102579,Спортивный зал,237410,Управа Можайского района города Москвы,3,#REF!
102580,Стадион «Медик»,262889,Управление делами Президента Российской Федерации,2,#REF!
102581,Клуб дзюдо «Мастер»,237346,Префектура Западного административного округа города Москвы,3,#REF!
102582,Стадион «Текстильщик»,NULL,NULL,2,#REF!
102588,Фитнес клуб «Кимберли Фит»,NULL,NULL,3,#REF!
102590,Фитнес клуб «Камелот Джим»,NULL,NULL,3,#REF!
102591,Фитнес клуб Очаково,NULL,NULL,3,#REF!
102592,Дворовая территория,237461,Управа Даниловского района города Москвы,4,#REF!
102594,Дворовая территория,237465,Управа района Нагатино-Садовники города Москвы,4,#REF!
102595,Дворовая территория,237465,Управа района Нагатино-Садовники города Москвы,4,#REF!
102597,Дворовая территория,237465,Управа района Нагатино-Садовники города Москвы,4,#REF!
102598,Дворовая территория,237465,Управа района Нагатино-Садовники города Москвы,4,#REF!
102601,Лыжная трасса № 8 природно-исторического парка «Битцевский лес»,237335,Департамент природопользования и охраны окружающей среды города Москвы,3,#REF!
102603,Дворовая территория,237470,Управа района Царицыно города Москвы,4,#REF!
102604,Дворовая территория,237470,Управа района Царицыно города Москвы,4,#REF!
102605,Дворовая территория,237470,Управа района Царицыно города Москвы,4,#REF!
102606,Дворовая территория,237470,Управа района Царицыно города Москвы,4,#REF!
102609,Дворовая территория,237460,Управа района Братеево города Москвы,4,#REF!
102615,Дворовая территория,237460,Управа района Братеево города Москвы,4,#REF!
102617,Плоскостное спортивное сооружение,237464,Управа района Москворечье-Сабурово города Москвы,3,#REF!
102618,Лыжная трасса пойма Москва реки,237344,Префектура Южного административного округа города Москвы,3,#REF!
102621,Дворовая территория,237460,Управа района Братеево города Москвы,4,#REF!
102622,Дворовая территория,237460,Управа района Братеево города Москвы,4,#REF!
102623,Дворовая территория,237470,Управа района Царицыно города Москвы,4,#REF!
102625,Дворовая территория,237460,Управа района Братеево города Москвы,4,#REF!
102628,Дворовая территория,237460,Управа района Братеево города Москвы,4,#REF!
102630,Дворовая территория,237460,Управа района Братеево города Москвы,4,#REF!
102632,Дворовая территория,237462,Управа Донского района города Москвы,4,#REF!
102633,Досуговый центр «Ровесник»,237414,Управа района Раменки города Москвы,3,#REF!
102634,Досуговый центр «Ровесник»,237414,Управа района Раменки города Москвы,3,#REF!
102636,Дворовая территория,237461,Управа Даниловского района города Москвы,4,#REF!
102637,Дворовая территория,237461,Управа Даниловского района города Москвы,4,#REF!
102638,Дворовая территория,237473,Управа района Чертаново Южное города Москвы,4,#REF!
102639,Дворовая территория,237473,Управа района Чертаново Южное города Москвы,4,#REF!
102640,Спортивный досуговый клуб «Патриот»,237339,Префектура Центрального административного округа города Москвы,3,#REF!
102641,Фитнес клуб «Санни Джим»,NULL,NULL,3,#REF!
102642,Фитнес клуб «Поинт»,NULL,NULL,3,#REF!
102643,Комплекс спортивных сооружений «теннисный клуб «Теннис плэй»,NULL,NULL,2,#REF!
102647,Дворовая территория,237473,Управа района Чертаново Южное города Москвы,4,#REF!
102648,Дворовая территория,237473,Управа района Чертаново Южное города Москвы,4,#REF!
102650,Дворовая территория,237473,Управа района Чертаново Южное города Москвы,4,#REF!
102657,Дворовая территория,237468,Управа района Орехово-Борисово Северное города Москвы,4,#REF!
102665,Досуговый центр «спортклуб Покровка»,237428,Управа Басманного района города Москвы,3,#REF!
102666,Досуговый центр «Гайдаровец»,237332,Департамент культуры города Москвы,3,#REF!
102667,Дворовая территория,237468,Управа района Орехово-Борисово Северное города Москвы,4,#REF!
102668,Дворовая территория,237469,Управа района Орехово-Борисово Южное города Москвы,4,#REF!
102669,Дворовая территория,237469,Управа района Орехово-Борисово Южное города Москвы,4,#REF!
102670,Дворовая территория,237469,Управа района Орехово-Борисово Южное города Москвы,4,#REF!
102672,Дворовая территория,237468,Управа района Орехово-Борисово Северное города Москвы,4,#REF!
102674,Дворовая территория,237461,Управа Даниловского района города Москвы,4,#REF!
102676,Дворовая территория,237418,Управа района Митино города Москвы,4,#REF!
102678,Дворовая территория,237418,Управа района Митино города Москвы,4,#REF!
102681,Фитнес клуб Азон,NULL,NULL,3,#REF!
102686,Дворовая территория,237464,Управа района Москворечье-Сабурово города Москвы,4,#REF!
102687,Дворовая территория,237464,Управа района Москворечье-Сабурово города Москвы,4,#REF!
102689,Дворовая территория,237464,Управа района Москворечье-Сабурово города Москвы,4,#REF!
102690,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102691,Фитнес клуб «ДонСпорт Алые паруса»,NULL,NULL,3,#REF!
102693,Дворовая территория,237418,Управа района Митино города Москвы,4,#REF!
102694,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102695,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102696,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102697,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102698,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102702,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102703,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102706,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102711,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102712,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102714,Фитнес клуб «Зебра»,NULL,NULL,3,#REF!
102715,Дворовая территория,237461,Управа Даниловского района города Москвы,4,#REF!
102717,Дворовая территория,237461,Управа Даниловского района города Москвы,4,#REF!
102718,Дворовая территория,237461,Управа Даниловского района города Москвы,4,#REF!
102719,Фитнес клуб «Биосфера»,NULL,NULL,3,#REF!
102722,Плоскостное спортивное сооружение,237344,Префектура Южного административного округа города Москвы,3,#REF!
102729,Спортивный комплекс высшего учебного заведения «Государственный университет Министерства финансов России»,266981,Минобрнауки России,2,#REF!
102730,Фитнес клуб Носорог,NULL,NULL,3,#REF!
102739,Дворовая территория,237470,Управа района Царицыно города Москвы,4,#REF!
102741,Дворовая территория,237470,Управа района Царицыно города Москвы,4,#REF!
102743,Дворовая территория,237470,Управа района Царицыно города Москвы,4,#REF!
102745,Дворовая территория,237464,Управа района Москворечье-Сабурово города Москвы,4,#REF!
102746,Дворовая территория,237464,Управа района Москворечье-Сабурово города Москвы,4,#REF!
102747,Дворовая территория,237464,Управа района Москворечье-Сабурово города Москвы,4,#REF!
102748,ГБУ ЦДМСИ «КРЫЛЬЯ»,237347,Префектура Северо-Западного административного округа города Москвы,3,#REF!
102750,Дворовая территория,237464,Управа района Москворечье-Сабурово города Москвы,4,#REF!
102754,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102757,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102758,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102761,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102762,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
102763,Центральный стрелково-спортивный клуб РОСТО,NULL,NULL,3,#REF!
102764,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102765,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102767,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102768,Фитнес клуб АЛЛО женский фитнес клуб,NULL,NULL,3,#REF!
102771,Спортивный комплекс образовательного учреждения «служебный»,NULL,NULL,4,#REF!
102772,Стадион «Луч»,NULL,NULL,2,#REF!
102776,Фитнес клуб «Квантум Арарат Парк Хаятт»,NULL,NULL,3,#REF!
102777,Спортивный комплекс среднего профессионального образовательного учреждения «ФГБОУ ВО «Высшее театральное училище (институт) им. М.С. Щепкина при государственном академическом Малом театре России»»,260603,Министерство культуры Российской Федерации,4,#REF!
102778,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102779,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102782,АНО Время Героев,237424,Управа Пресненского района города Москвы,3,#REF!
102784,Фитнес клуб «Фёст энд онли»,NULL,NULL,3,#REF!
102787,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102788,Спортивный зал «АНО КЕ Комбат»,237427,Управа района Арбат города Москвы,3,#REF!
102791,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102793,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102796,Дворовая территория,237468,Управа района Орехово-Борисово Северное города Москвы,4,#REF!
102799,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102804,Лыжная трасса Зябликово,237463,Управа района Зябликово города Москвы,3,#REF!
102805,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102809,Досуговый центр «Автономная некоммерческая организация Физкультурно-оздоровительный центр Басманный»,237428,Управа Басманного района города Москвы,3,#REF!
102811,Дворовая территория,237461,Управа Даниловского района города Москвы,4,#REF!
102813,Фитнес клуб «Манго клуб»,NULL,NULL,3,#REF!
102816,Дворовая территория,237466,Управа района Нагатинский затон города Москвы,4,#REF!
102818,Дворовая территория,237462,Управа Донского района города Москвы,4,#REF!
102821,Спортивный комплекс образовательного учреждения «служебный»,262196,Следственный Комитет Российской Федерации,4,#REF!
102825,Дворовая территория,237473,Управа района Чертаново Южное города Москвы,4,#REF!
102827,Фитнес клуб «Аква Спа в Аквамарин Отеле»,NULL,NULL,3,#REF!
102834,Дворовая территория,237465,Управа района Нагатино-Садовники города Москвы,4,#REF!
102835,Дворовая территория,237461,Управа Даниловского района города Москвы,4,#REF!
102836,Комплекс спортивных сооружений «Олимпийский»,NULL,NULL,2,#REF!
102838,Фитнес клуб «Ворлд Класс»,NULL,NULL,3,#REF!
102842,Фитнес клуб «Азимут спорт»,NULL,NULL,3,#REF!
102843,Московский Дом ветеранов войн и Вооруженных Сил,237336,Департамент труда и социальной защиты населения города Москвы,3,#REF!
102846,Дворовая территория,237461,Управа Даниловского района города Москвы,4,#REF!
102847,Дворовая территория,237461,Управа Даниловского района города Москвы,4,#REF!
102849,Дворовая территория,237461,Управа Даниловского района города Москвы,4,#REF!
102850,Дворовая территория,237462,Управа Донского района города Москвы,4,#REF!
102851,Дворовая территория,237462,Управа Донского района города Москвы,4,#REF!
102852,Дворовая территория,237461,Управа Даниловского района города Москвы,4,#REF!
102853,Дворовая территория,237461,Управа Даниловского района города Москвы,4,#REF!
102854,Дворовая территория,237461,Управа Даниловского района города Москвы,4,#REF!
102857,Дворовая территория,237461,Управа Даниловского района города Москвы,4,#REF!
102859,Дворовая территория,237462,Управа Донского района города Москвы,4,#REF!
102860,Дворовая территория,237467,Управа Нагорного района города Москвы,4,#REF!
102861,Дворовая территория,237467,Управа Нагорного района города Москвы,4,#REF!
102863,Спортивный клуб «Инби»,NULL,NULL,3,#REF!
102864,Спортивный комплекс образовательного учреждения «служебный»,219376,Министерство образования и науки Российской Федерации,4,#REF!
102866,Дворовая территория,237459,Управа района Бирюлево Западное города Москвы,4,#REF!
102867,Спортивный зал «Спортивный фонд молодёжи «Рико»,237339,Префектура Центрального административного округа города Москвы,3,#REF!
102868,Дворовая территория,237459,Управа района Бирюлево Западное города Москвы,4,#REF!
102870,Дворовая территория,237459,Управа района Бирюлево Западное города Москвы,4,#REF!
102871,Дворовая территория,237459,Управа района Бирюлево Западное города Москвы,4,#REF!
102873,Дворовая территория,237459,Управа района Бирюлево Западное города Москвы,4,#REF!
102875,Детский досуговый центр «Спортивный клуб «Форвард»»,NULL,NULL,3,#REF!
102876,Дворовая территория,237459,Управа района Бирюлево Западное города Москвы,4,#REF!
102882,Дворовая территория,237459,Управа района Бирюлево Западное города Москвы,4,#REF!
102884,Спортивный зал «Техно-Консалт»,237427,Управа района Арбат города Москвы,3,#REF!
102885,Дворовая территория,237467,Управа Нагорного района города Москвы,4,#REF!
102887,Дворовая территория,237467,Управа Нагорного района города Москвы,4,#REF!
102889,Дворовая территория,237467,Управа Нагорного района города Москвы,4,#REF!
102893,Дворовая территория,237471,Управа района Чертаново Северное города Москвы,4,#REF!
102894,Досуговый центр «Орбита»,237429,Управа района Замоскворечье города Москвы,3,#REF!
102896,Дворовая территория,237471,Управа района Чертаново Северное города Москвы,4,#REF!
102898,Дворовая территория,237471,Управа района Чертаново Северное города Москвы,4,#REF!
102899,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102900,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102901,Фитнес-клуб «Джаст джим»,NULL,NULL,3,#REF!
102902,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102903,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102904,Досуговый центр «Стимул»,237431,Управа Таганского района города Москвы,3,#REF!
102905,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102906,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102907,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102913,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102914,Дворовая территория,237472,Управа района Чертаново Центральное города Москвы,4,#REF!
102915,ГБУ «Центр» филиал Красносельский,237339,Префектура Центрального административного округа города Москвы,3,#REF!
102918,Дворовая территория,237473,Управа района Чертаново Южное города Москвы,4,#REF!
102920,Дворовая территория,237473,Управа района Чертаново Южное города Москвы,4,#REF!
102921,Дворовая территория,237473,Управа района Чертаново Южное города Москвы,4,#REF!
102926,Дворовая территория,237473,Управа района Чертаново Южное города Москвы,4,#REF!
102929,Дворовая территория,237418,Управа района Митино города Москвы,4,#REF!
102940,Спортивный комплекс высшего учебного заведения «Московский гуманитарный педагогический институт»,266981,Минобрнауки России,2,#REF!
102941,Спортивный комплекс высшего учебного заведения «Государственная классическая академия им. Маймонида»,219376,Министерство образования и науки Российской Федерации,2,#REF!
102946,Дворовая территория,237467,Управа Нагорного района города Москвы,4,#REF!
102950,Дворовая территория,237468,Управа района Орехово-Борисово Северное города Москвы,4,#REF!
102951,Дворовая территория,237468,Управа района Орехово-Борисово Северное города Москвы,4,#REF!
102955,Дворовая территория,237421,Управа района Строгино города Москвы,4,#REF!
102956,Спортивный комплекс среднего профессионального образовательного учреждения «ГБПОУ города Москвы «Юридический колледж»»,219814,Департамент образования и науки города Москвы,4,#REF!
102957,Фитнес клуб «Экарма-Фитнес»,NULL,NULL,3,#REF!
102960,Дворовая территория,237468,Управа района Орехово-Борисово Северное города Москвы,4,#REF!
102962,Дворовая территория,237468,Управа района Орехово-Борисово Северное города Москвы,4,#REF!
102965,Дворовая территория,237468,Управа района Орехово-Борисово Северное города Москвы,4,#REF!
102966,Дворовая территория,237468,Управа района Орехово-Борисово Северное города Москвы,4,#REF!
102968,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102971,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102972,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102973,Досуговый центр «Стимул» на Серебряническом переулке,237431,Управа Таганского района города Москвы,3,#REF!
102975,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102976,Досуговый центр «В Серебряниках»,237431,Управа Таганского района города Москвы,3,#REF!
102977,Дворовая территория,237468,Управа района Орехово-Борисово Северное города Москвы,4,#REF!
102978,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102980,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102981,Дворовая территория,237469,Управа района Орехово-Борисово Южное города Москвы,4,#REF!
102984,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102986,Дворовая территория,237463,Управа района Зябликово города Москвы,4,#REF!
102987,Дворовая территория,237468,Управа района Орехово-Борисово Северное города Москвы,4,#REF!
102990,Дворовая территория,237468,Управа района Орехово-Борисово Северное города Москвы,4,#REF!
102993,Дворовая территория,237469,Управа района Орехово-Борисово Южное города Москвы,4,#REF!
102994,Дворовая территория,237469,Управа района Орехово-Борисово Южное города Москвы,4,#REF!
102995,Комплекс спортивных сооружений «Спортивный комплекс Вершина»,237335,Департамент природопользования и охраны окружающей среды города Москвы,2,#REF!
102996,Дворовая территория,237458,Управа района Бирюлево Восточное города Москвы,4,#REF!
102999,Дворовая территория,237458,Управа района Бирюлево Восточное города Москвы,4,#REF!
103000,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
103006,Фитнес клуб «Ворлд класс лайт»,NULL,NULL,3,#REF!
103012,Фитнес клуб «Свим»,NULL,NULL,3,#REF!
103016,Дворовая территория,237469,Управа района Орехово-Борисово Южное города Москвы,4,#REF!
103017,Дворовая территория,237469,Управа района Орехово-Борисово Южное города Москвы,4,#REF!
103018,Дворовая территория,237469,Управа района Орехово-Борисово Южное города Москвы,4,#REF!
103019,Фитнес клуб «Лес Троис Сантес»,NULL,NULL,3,#REF!
103023,Стадион (менее 1500 мест) «Стадион «Слава»,266599,Территориальное Управление федерального Агентства по управлению государственным имуществом в городе Москве,2,#REF!
103028,Фитнес клуб Парк Тауэр,NULL,NULL,3,#REF!
103029,Парк (озелененная городская территория) «Детский парк «имени Прямикова»»,237332,Департамент культуры города Москвы,2,#REF!
103030,Физкультурно-оздоровительный комплекс «ГБУ «Парк культуры и отдыха «Таганский»,237332,Департамент культуры города Москвы,3,#REF!
103031,Досуговый центр «Ковчег»,237339,Префектура Центрального административного округа города Москвы,3,#REF!
103032,Фитнес клуб ГЕРАКЛ,NULL,NULL,3,#REF!
103033,Фитнес клуб «Ворлд класс»,NULL,NULL,3,#REF!
103034,Спортивный зал «Спортивно-технический клуб «Восход»,NULL,NULL,3,#REF!
103037,Дворовая территория,237424,Управа Пресненского района города Москвы,4,#REF!
103054,Физкультурно-оздоровительный комплекс с бассейном «Чайка»,NULL,NULL,3,#REF!
103057,Досуговый центр «Согласие»,NULL,NULL,3,#REF!
103058,Спортивный зал «На Арбате»,NULL,NULL,3,#REF!
103059,"Досуговый центр «Арбат», филиал ГБУ «Центр»",237339,Префектура Центрального административного округа города Москвы,3,#REF!
103060,Фитнес клуб «Балчуг Кемпински Москва»,NULL,NULL,3,#REF!
103094,Фитнес клуб «Атлетик-А»,NULL,NULL,3,#REF!
103101,Парк (озелененная городская территория) «Зона отдыха «Белое озеро»,237335,Департамент природопользования и охраны окружающей среды города Москвы,2,#REF!
103102,Досуговый центр «Крылья»,237347,Префектура Северо-Западного административного округа города Москвы,3,#REF!
103103,Досуговый центр «Возрождение»,219782,Управа района Хорошево-Мневники города Москвы,3,#REF!
103104,Досуговый центр «Щукинец»,237332,Департамент культуры города Москвы,3,#REF!
103110,Досуговый центр «Возрождение»,219782,Управа района Хорошево-Мневники города Москвы,3,#REF!
103111,ГБУ ЦДМСИ «КРЫЛЬЯ»,237347,Префектура Северо-Западного административного округа города Москвы,3,#REF!
103114,Фитнес клуб «Терраспорт Коперник»,NULL,NULL,3,#REF!
103118,Шахматный клуб «Октябрьский»,237339,Префектура Центрального административного округа города Москвы,3,#REF!
103120,Фитнес клуб «Атлетик»,NULL,NULL,3,#REF!
103121,Фитнес клуб Водолей,NULL,NULL,3,#REF!
103128,Досуговый центр «Южное измайлово»,237388,Управа района Ивановское города Москвы,3,#REF!
103131,Досуговый центр «Новые социальные и педагогические технологии»,266698,Департамент городского имущества города Москвы,3,#REF!
103132,Молодежный центр культуры и спорта «Единение»,237342,Префектура Восточного административного округа города Москвы,3,#REF!
103135,Фитнес клуб «Ворлд Класс»,NULL,NULL,3,#REF!
103137,Фитнес клуб «Ла Салюте»,NULL,NULL,3,#REF!
103151,Фитнес клуб «Ворлд класс»,NULL,NULL,3,#REF!
103156,Спортивный комплекс образовательного учреждения «Московская центральная художественная школа при Российской академии художеств»,266981,Минобрнауки России,4,#REF!
103161,Досуговый центр «Дружба - 2»,237424,Управа Пресненского района города Москвы,3,#REF!
103164,Лесопарковая зона «Лосиный остров»,263004,Министерство природных ресурсов и экологии Российской Федерации,2,#REF!
103166,Парк народный «Лесопарковая зона «Новогиреево»,237392,Управа района Новогиреево города Москвы,3,#REF!
103167,Спортивный городок «Лужники»,NULL,NULL,1,#REF!
103168,Фитнес-клуб «Мультиспорт»,NULL,NULL,3,#REF!
103169,Большая спортивная арена «Лужники»,NULL,NULL,1,#REF!
103170,Государственное автономное учреждение культуры города Москвы «Центральный парк культуры и отдыха имени М. Горького»,237332,Департамент культуры города Москвы,1,#REF!
103171,Южный спортивный центр «Лужники»,NULL,NULL,2,#REF!
103172,Универсальный спортивный зал «Дружба»,NULL,NULL,1,#REF!
103173,Дворец водных видов спорта «Лужники»,NULL,NULL,1,#REF!
103174,Малая спортивная арена «Лужники»,NULL,NULL,1,#REF!
103175,Дворец спорта «Лужники»,NULL,NULL,1,#REF!
103176,Спортивный зал «Клуб «Самбо-80»»,237339,Префектура Центрального административного округа города Москвы,3,#REF!
103177,Фитнес клуб «Планета Фитнес»,NULL,NULL,3,#REF!
103178,Фитнес клуб «Йога-Практика»,NULL,NULL,3,#REF!
103179,Досуговый центр «Тигренок»,237431,Управа Таганского района города Москвы,3,#REF!
103180,Фитнес клуб «ОнегинЪ»,NULL,NULL,3,#REF!
103182,Северный спортивный центр «Лужники»,NULL,NULL,2,#REF!
103184,Стадион «Металлург»,NULL,NULL,1,#REF!
103190,Досуговый центр «Самбо» им. А.А. Харлампиева,237432,Управа района Хамовники города Москвы,3,#REF!
103193,Стадион (менее 1500 мест) «Буревестник»,260857,Министерство здравоохранения Российской Федерации,2,#REF!
103195,Досуговый центр «Дружба»,237424,Управа Пресненского района города Москвы,3,#REF!
103196,Досуговый центр «Десантник»,237339,Префектура Центрального административного округа города Москвы,3,#REF!
103198,Спортивный комплекс высшего учебного заведения «служебный»,NULL,NULL,2,#REF!
103200,Досуговый центр «Юность»,237433,Управа района Якиманка города Москвы,3,#REF!
103204,Многофункциональный спортивный комплекс «Центр спортивных технологий и сборных команд»,219165,Москомспорт.,1,#REF!
103213,Досуговый центр «Родина»,237347,Префектура Северо-Западного административного округа города Москвы,3,#REF!
103219,Стадион «Красный Октябрь»,219165,Москомспорт.,2,#REF!
103220,Фитнес клуб «Время спорта Оранж»,NULL,NULL,3,#REF!
103221,Досуговый центр «Крылья»,237347,Префектура Северо-Западного административного округа города Москвы,3,#REF!
103222,Досуговый центр «Ростки»,237417,Управа района Куркино города Москвы,3,#REF!
103224,Спортивный клуб «Северо-Запад»,219165,Москомспорт.,3,#REF!
103225,Досуговый центр «Щукинец»,237332,Департамент культуры города Москвы,3,#REF!
103226,Многофункциональный комплекс «Сходня»,219165,Москомспорт.,3,#REF!
103231,Физкультурно-оздоровительный комплекс «Новая лига»,NULL,NULL,3,#REF!
103232,Фитнес клуб «Банана Джим»,NULL,NULL,3,#REF!
103234,Фитнес клуб «Джим фитнес студио»,NULL,NULL,3,#REF!
103235,Конноспортивная база «Русь»,NULL,NULL,1,#REF!
103242,Досуговый центр «Гранит»,237339,Префектура Центрального административного округа города Москвы,3,#REF!
