id Объекта,Объект,id Ведомственной Организации,Ведомственная Организация,Доступность,Доступность
100000,Дворец культуры «Капотня»,237332,Департамент культуры города Москвы,3,#REF!
100002,Спортивный комплекс «Полярная звезда»,219165,Москомспорт.,3,#REF!
100004,"Парк, озелененная городская территория «Парк культуры и отдыха «Красная Пресня»»",237332,Департамент культуры города Москвы,2,#REF!
100005,Досуговый центр «Старт-7»,237424,Управа Пресненского района города Москвы,3,#REF!
100012,Дворовая территория,237339,Префектура Центрального административного округа города Москвы,4,#REF!
100013,"Пункт выдачи спортивного инвентаря ГБУ «МосСпортОбъект», ул. Заречье, дом 7, строение 5",219165,Москомспорт.,3,#REF!
100014,Фитнес клуб «Максим»,NULL,NULL,3,#REF!
100016,Государственное бюджетное учреждение города Москвы Центр культуры досуга и спорта «Истоки»,237343,Префектура Юго-Восточного административного округа города Москвы,3,#REF!
100017,Государственное бюджетное учреждение города Москвы Центр культуры досуга и спорта «Истоки»,237343,Префектура Юго-Восточного административного округа города Москвы,3,#REF!
100018,Досуговый центр «Юго-Восток»,237343,Префектура Юго-Восточного административного округа города Москвы,3,#REF!
100019,Досуговый центр «Лефортово»,237437,Управа района Лефортово города Москвы,3,#REF!
100022,Дворовая территория,237343,Префектура Юго-Восточного административного округа города Москвы,4,#REF!
100024,Досуговый центр «Содействие в воспитании здоровой и спортивной нации»,NULL,NULL,3,#REF!
100025,Физкультурно-оздоровительный комплекс «Вороново»,NULL,NULL,3,#REF!
100026,Стадион «Солнечный городок»,NULL,NULL,2,#REF!
100027,Досуговый центр «Дом культуры «Воскресенское»,NULL,NULL,3,#REF!
100028,Объединенный санаторий и дом отдыха «Десна»,259812,Министерство внутренних дел Российской Федерации,3,#REF!
100030,Городской стадион,NULL,NULL,2,#REF!
100031,Дворец спорта «Квант»,NULL,NULL,3,#REF!
100032,Городской спортивно-оздоровительный центр «Гармония»,NULL,NULL,3,#REF!
100033,Фитнес-клуб «Мисс фитнес»,NULL,NULL,3,#REF!
100034,Стадион «ГБУ «СШ № 4» Москомспорта»,219165,Москомспорт.,2,#REF!
100035,Спортивный зал «ГБУ «СШ № 4» Москомспорта»,219165,Москомспорт.,3,#REF!
100036,Фитнес клуб «Титаниум»,NULL,NULL,3,#REF!
100038,Досуговый центр «Лотос»,237406,Управа района Внуково города Москвы,3,#REF!
100039,Физкультурно-оздоровительный комплекс «Центр спорта Московский»,NULL,NULL,3,#REF!
100042,Дворовая территория,NULL,NULL,4,#REF!
100044,Спортивный комплекс «Нагорный»,219165,Москомспорт.,3,#REF!
100046,Досуговый центр «САМ плюс»,237430,Управа Красносельского района города Москвы,3,#REF!
100047,Досуговый центр «Российский центр каскадеров «Трюк»,237430,Управа Красносельского района города Москвы,3,#REF!
100049,Спортивный комплекс «Чертаново»,219165,Москомспорт.,2,#REF!
100053,Спортивный зал «Альтаир»,NULL,NULL,3,#REF!
100054,Досуговый центр «Кожуховский самбист»,NULL,NULL,3,#REF!
100058,Фитнес клуб «СпортЛэнд»,NULL,NULL,3,#REF!
100059,Досуговый центр «Истоки»,237343,Префектура Юго-Восточного административного округа города Москвы,3,#REF!
100060,Молодежный и детский центр досуга «Информационное Образование»,NULL,NULL,3,#REF!
100061,ГБУ «Центр досуга и спорта «Обручевский»,237446,Управа Обручевского района города Москвы,3,#REF!
100062,Муниципальное учреждение «Спортивный клуб «Русь»,NULL,NULL,4,#REF!
100064,Государственное бюджетное учреждение культуры города Москвы «Культурный центр «Яковлевское»,237332,Департамент культуры города Москвы,3,#REF!
100067,Региональная общественная организация «Московский региональный центр спортивного туризма»,NULL,NULL,3,#REF!
100068,Дворовая территория,237402,Управа района Силино города Москвы,4,#REF!
100069,Дворовая территория,237402,Управа района Силино города Москвы,4,#REF!
100070,Дворовая территория,237402,Управа района Силино города Москвы,4,#REF!
100071,Дворовая территория,237402,Управа района Силино города Москвы,4,#REF!
100072,Дворовая территория,237402,Управа района Силино города Москвы,4,#REF!
100073,Дворовая территория,237402,Управа района Силино города Москвы,4,#REF!
100074,Дворовая территория,237402,Управа района Силино города Москвы,4,#REF!
100075,Дворовая территория,237402,Управа района Силино города Москвы,4,#REF!
100076,Дворовая территория,237402,Управа района Силино города Москвы,4,#REF!
100077,Дворовая территория,237402,Управа района Силино города Москвы,4,#REF!
100078,Спортивный зал «Энергия»,237348,Префектура Зеленоградского административного округа города Москвы,3,#REF!
100079,Дворовая территория,237402,Управа района Силино города Москвы,4,#REF!
100081,Дворовая территория,237402,Управа района Силино города Москвы,4,#REF!
100082,Дворовая территория,237402,Управа района Силино города Москвы,4,#REF!
100083,Дворовая территория,237400,Управа района Матушкино города Москвы,4,#REF!
100084,Фитнес-клуб «Алекс фитнес»,NULL,NULL,3,#REF!
100085,Дворовая территория,237401,Управа района Савелки города Москвы,4,#REF!
100086,Дворовая территория,237401,Управа района Савелки города Москвы,4,#REF!
100087,Дворовая территория,237401,Управа района Савелки города Москвы,4,#REF!
100088,Дворовая территория,237401,Управа района Савелки города Москвы,4,#REF!
100092,Спортивный комплекс учреждения социальной защиты населения «Территориальный центр социального обслуживания «Кузьминки» филиал «Рязанский»,237336,Департамент труда и социальной защиты населения города Москвы,3,#REF!
100094,Государственное бюджетное учреждение Спортивно-досуговый центр «Люблино»,237438,Управа района Люблино города Москвы,3,#REF!
100096,Учреждение культурно-досугового типа «Митино»,237332,Департамент культуры города Москвы,3,#REF!
100098,Спортивный комплекс образовательного учреждения «Муниципальное автономное образовательное учреждение средняя общеобразовательная школа № 2»,NULL,NULL,4,#REF!
100100,Дворовая территория,NULL,NULL,4,#REF!
100102,Дворовая территория,NULL,NULL,4,#REF!
100105,Дворовая территория,NULL,NULL,4,#REF!
100106,Дворовая территория,NULL,NULL,4,#REF!
100107,Физкультурно-оздоровительный комплекс «Прометей»,NULL,NULL,3,#REF!
100108,Плоскостное спортивное сооружение,NULL,NULL,3,#REF!
100109,Комплекс спортивных сооружений «Подольск»,NULL,NULL,2,#REF!
100110,Футбольное поле,259810,Министерство обороны Российской Федерации,3,#REF!
100111,Физкультурно-оздоровительный комплекс «Спортивно-оздоровительный центр «Локомотив»,NULL,NULL,3,#REF!
100112,Дворовая территория,NULL,NULL,4,#REF!
100114,Комплекс спортивных сооружений «Ватутинки»,NULL,NULL,2,#REF!
100116,Дворовая территория,NULL,NULL,4,#REF!
100117,Дворовая территория,NULL,NULL,4,#REF!
100118,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
100119,Дворовая территория,NULL,NULL,4,#REF!
100120,Дворовая территория,NULL,NULL,4,#REF!
100121,Физкультурно-оздоровительный комплекс «Подолье»,NULL,NULL,3,#REF!
100122,Физкультурно-оздоровительный комплекс «Спортивно-культурный центр по реабилитации воинов-участников локальных конфликтов «Пересвет» МУ «СК «Десна»»,NULL,NULL,3,#REF!
100123,Дворовая территория,NULL,NULL,4,#REF!
100124,Фитнес клуб «Фит лайф»,NULL,NULL,3,#REF!
100126,Комплекс спортивных сооружений «Спортивная Школа «Теннис парк»,NULL,NULL,2,#REF!
100127,Ледовый клуб «Айс Парк»,NULL,NULL,2,#REF!
100128,Учебно-физкультурный комплекс добровольная спортивная организация «Русская Земля»,237430,Управа Красносельского района города Москвы,3,#REF!
100129,Государственное бюджетное учреждение города Москвы Центр культуры досуга и спорта «Истоки»,237343,Префектура Юго-Восточного административного округа города Москвы,3,#REF!
100130,спортивный зал,237444,Управа района Текстильщики города Москвы,3,#REF!
100131,Дворовая территория,NULL,NULL,4,#REF!
100132,Спортивный комплекс образовательного учреждения «Муниципальное автономное дошкольное учреждение Центр развития ребенка Детский сад № 2 «Рябинка»»,NULL,NULL,4,#REF!
100133,Бассейн плавательный «МАУ ДО ДЮСШ-2»,NULL,NULL,3,#REF!
100134,Государственное бюджетное учреждение Спортивно-досуговый центр «Люблино»,237438,Управа района Люблино города Москвы,3,#REF!
100135,Досуговый центр «Центр культуры досуга и спорта «Истоки»,237343,Префектура Юго-Восточного административного округа города Москвы,3,#REF!
100140,Парк Победы на Поклонной горе,237333,Департамент жилищно-коммунального хозяйства города Москвы,1,#REF!
100145,Досуговый центр «Бойцовский клуб на Баграмяна»,NULL,NULL,3,#REF!
100148,Ледяная естественная горка,237438,Управа района Люблино города Москвы,3,#REF!
100149,Ледовый дворец «Стерх»,NULL,NULL,2,#REF!
100150,Физкультурно-оздоровительный комплекс «МБОУ ДОД ДЮСШ» городского округа Щербинка»,NULL,NULL,3,#REF!
100151,Дворовая территория,NULL,NULL,4,#REF!
100153,Дворовая территория,NULL,NULL,4,#REF!
100154,Государственное бюджетное учреждение города Москвы Центр культуры досуга и спорта «Истоки»,237343,Префектура Юго-Восточного административного округа города Москвы,3,#REF!
100156,Дворовая территория,NULL,NULL,4,#REF!
100157,Досуговый центр «Спортивно-Досуговый Центр «Барс»,NULL,NULL,3,#REF!
100161,Фитнес-клуб «Веджим»,NULL,NULL,3,#REF!
100163,Московский государственный университет имени М.В.Ломоносова,NULL,NULL,3,#REF!
100177,Спортивный комплекс учреждения социальной защиты населения «Территориальный центр социального обслуживания «Кузьминки»,237336,Департамент труда и социальной защиты населения города Москвы,3,#REF!
100187,Спортивный комплекс учреждения социальной защиты населения «Центр социального обслуживания района Печатники»,237336,Департамент труда и социальной защиты населения города Москвы,3,#REF!
100188,Спортивный комплекс учреждения социальной защиты населения «ГБУ ТЦСО Марьино»,237336,Департамент труда и социальной защиты населения города Москвы,3,#REF!
100193,Дворовая территория,237390,Управа района Косино-Ухтомский города Москвы,4,#REF!
100194,Плоскостное спортивное сооружение,237342,Префектура Восточного административного округа города Москвы,3,#REF!
100196,Спортивный комплекс «Потаповский»,219165,Москомспорт.,3,#REF!
100201,Дворовая территория,237380,Управа района Южное Медведково города Москвы,4,#REF!
100203,"Парк, особо охраняемая природная территория «Москворецкий»",237335,Департамент природопользования и охраны окружающей среды города Москвы,2,#REF!
100204,Автодром «Картинг-центр «Форза картинг»»,NULL,NULL,2,#REF!
100205,"Парк, озелененная городская территория «Северное Тушино»",237332,Департамент культуры города Москвы,2,#REF!
100207,Дворовая территория,237387,Управа района Гольяново города Москвы,4,#REF!
100212,Автодром «Монако»,NULL,NULL,2,#REF!
100213,Автодром «РРТ-карт»,NULL,NULL,2,#REF!
100218,Автодром «Картинг-клуб 21»,NULL,NULL,2,#REF!
100223,Дворовая территория,237386,Управа района Восточное Измайлово города Москвы,4,#REF!
100225,Дворовая территория,237389,Управа района Измайлово города Москвы,4,#REF!
100227,Дворовая территория,237385,Управа района Восточный города Москвы,4,#REF!
100228,Дворовая территория,237385,Управа района Восточный города Москвы,4,#REF!
100231,Дворовая территория,237390,Управа района Косино-Ухтомский города Москвы,4,#REF!
100240,Дворовая территория,237386,Управа района Восточное Измайлово города Москвы,4,#REF!
100242,Дворовая территория,237388,Управа района Ивановское города Москвы,4,#REF!
100244,Дворовая территория,237395,Управа района Преображенское города Москвы,4,#REF!
100252,Стрелковый клуб «Лабиринт»,NULL,NULL,3,#REF!
100256,Парк (озелененная городская территория) «Измайловский Парк»,237332,Департамент культуры города Москвы,1,#REF!
100258,Зона отдыха «Битца»лодочная станция,237453,Управа района Северное Бутово города Москвы,2,#REF!
100259,Спортивный клуб Стрела-84»,237430,Управа Красносельского района города Москвы,3,#REF!
100262,"Стрелковый стенд, стрельбище, тир «Окружной стрелково-спортивный клуб «Виктория»",NULL,NULL,3,#REF!
100268,Клуб стрельбы из лука «Варяг»,NULL,NULL,3,#REF!
100271,Дворовая территория,NULL,NULL,4,#REF!
100272,Дворовая территория,237367,Управа Алтуфьевского района города Москвы,4,#REF!
100274,Дворовая территория,237368,Управа Бабушкинского района города Москвы,4,#REF!
100275,Дворовая территория,237368,Управа Бабушкинского района города Москвы,4,#REF!
100276,Дворовая территория,237368,Управа Бабушкинского района города Москвы,4,#REF!
100282,Спортивный зал «ГБУ ТЦ СО «Ярославский»,237336,Департамент труда и социальной защиты населения города Москвы,3,#REF!
100288,Спортивный комплекс образовательного учреждения,NULL,NULL,4,#REF!
100299,Спортивный зал «клуб Синдо»,NULL,NULL,3,#REF!
100322,Дворовая территория,237382,Управа района Лианозово города Москвы,4,#REF!
100324,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
100327,"Парк, озелененная городская территория «Джамгаровский парк»",237332,Департамент культуры города Москвы,2,#REF!
100328,Комплекс спортивных сооружений «Борисовские Пруды» ГБУ «СШОР № 44» Департамента спорта города Москвы,219165,Москомспорт.,2,#REF!
100329,Физкультурно-оздоровительный комплекс с бассейном «Братеево»,219165,Москомспорт.,3,#REF!
100330,Конно-спортивная база «Спортивная школа «Битца»,219165,Москомспорт.,1,#REF!
100331,Спортивный зал «ГБУ «Спортивная школа № 76» Департамента спорта города Москвы»,219165,Москомспорт.,3,#REF!
100332,Физкультурно-оздоровительный комплекс «ГБУ «Московская баскетбольная академия» Москомспорта структурное подразделение СШОР № 56»,219165,Москомспорт.,3,#REF!
100384,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
100396,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
100446,Автодром «Русская школа картинга «Пилот»»,NULL,NULL,2,#REF!
100448,Парк культуры и отдыха «Фили»,237332,Департамент культуры города Москвы,2,#REF!
100449,Дорожка велосипедная (сквер по Рижскому проезду),237366,Управа Алексеевского района города Москвы,3,#REF!
100453,Пойма реки Яуза вдоль улицы Северодвинская,237341,Префектура Северо-Восточного административного округа города Москвы,2,#REF!
100458,"Парк, озелененная городская территория «Парк культуры и отдыха «Кузьминки»",237332,Департамент культуры города Москвы,2,#REF!
100461,Государственное автономное учреждение культуры города Москвы «МПК «Северное Тушино» парк «Дружба»,237332,Департамент культуры города Москвы,2,#REF!
100467,Парк по Борисовским прудам,237332,Департамент культуры города Москвы,2,#REF!
100469,Спортивный комплекс высшего учебного заведения «РАНХиГС»,266981,Минобрнауки России,2,#REF!
100471,Физкультурно-оздоровительный комплекс «Светлана»,NULL,NULL,3,#REF!
100472,Природно-исторический парк «Кузьминки-Люблино»,237335,Департамент природопользования и охраны окружающей среды города Москвы,2,#REF!
100473,Парк «Сад культуры и отдыха имени Н.Э. Баумана»,237332,Департамент культуры города Москвы,2,#REF!
100474,Досуговый центр «Дизайн-завод «Флакон»,NULL,NULL,3,#REF!
100481,Стадион «Энергия» Спортивный комбинат Московского энергетического института (МЭИ),266981,Минобрнауки России,2,#REF!
100482,Стадион «Москвич»,219165,Москомспорт.,1,#REF!
100484,Фитнес клуб «Энигма»,NULL,NULL,3,#REF!
100485,Стадион Московского государственного института международных отношений,266981,Минобрнауки России,2,#REF!
100488,Стадион «Российский университет дружбы народов»,266981,Минобрнауки России,1,#REF!
100489,Спортивный комплекс «Центральный»,219165,Москомспорт.,3,#REF!
100490,Дворовая территория,237383,Управа района Богородское города Москвы,4,#REF!
100491,дворовая территория,237383,Управа района Богородское города Москвы,4,#REF!
100492,Дворовая территория,237425,Управа Мещанского района города Москвы,4,#REF!
100493,Дворовая территория,237428,Управа Басманного района города Москвы,4,#REF!
100494,Дворовая территория,237428,Управа Басманного района города Москвы,4,#REF!
100496,Дворовая территория,237428,Управа Басманного района города Москвы,4,#REF!
100497,Дворовая территория,237424,Управа Пресненского района города Москвы,4,#REF!
100498,Дворовая территория,237428,Управа Басманного района города Москвы,4,#REF!
100499,Дворовая территория,237428,Управа Басманного района города Москвы,4,#REF!
100500,Дворовая территория,237424,Управа Пресненского района города Москвы,4,#REF!
100501,Дворовая территория,237339,Префектура Центрального административного округа города Москвы,4,#REF!
100502,Дворовая территория,237384,Управа района Вешняки города Москвы,4,#REF!
100503,Дворовая территория,237384,Управа района Вешняки города Москвы,4,#REF!
100504,Дворовая территория,237384,Управа района Вешняки города Москвы,4,#REF!
100505,Дворовая территория,237384,Управа района Вешняки города Москвы,4,#REF!
100506,Дворовая территория,237384,Управа района Вешняки города Москвы,4,#REF!
100507,Дворовая территория,237384,Управа района Вешняки города Москвы,4,#REF!
100508,Дворовая площадка,237417,Управа района Куркино города Москвы,4,#REF!
100509,Дворовая территория,237384,Управа района Вешняки города Москвы,4,#REF!
100510,Спортивный зал «Шахматная школа Анатолия Карпова»,219165,Москомспорт.,3,#REF!
100512,Дворовая территория,237384,Управа района Вешняки города Москвы,4,#REF!
100513,Дворовая территория,237384,Управа района Вешняки города Москвы,4,#REF!
100514,Дворовая территория,237384,Управа района Вешняки города Москвы,4,#REF!
100515,Дворовая территория,237450,Управа района Коньково города Москвы,4,#REF!
100516,Дворовая территория,237384,Управа района Вешняки города Москвы,4,#REF!
100517,Дворовая территория,237440,Управа района Некрасовка города Москвы,4,#REF!
100518,Дворовая территория,237440,Управа района Некрасовка города Москвы,4,#REF!
100519,Дворовая территория,237440,Управа района Некрасовка города Москвы,4,#REF!
100520,Дворовая территория,237440,Управа района Некрасовка города Москвы,4,#REF!
100521,Дворовая территория,237440,Управа района Некрасовка города Москвы,4,#REF!
100524,Досуговый центр,219165,Москомспорт.,3,#REF!
100525,Дворовая территория,237400,Управа района Матушкино города Москвы,4,#REF!
100526,"Спортивный зал, ул. Петрозаводская, дом 12, корпус 1",219165,Москомспорт.,3,#REF!
100527,Досуговый центр «На ул. Черняховского»,219165,Москомспорт.,3,#REF!
100528,Дворовая территория,237400,Управа района Матушкино города Москвы,4,#REF!
100530,Парк по Ангарской улице,237332,Департамент культуры города Москвы,2,#REF!
100532,Парк «Северные Дубки»,237340,Префектура Северного административного округа города Москвы,2,#REF!
100539,Дворовая территория,237407,Управа района Дорогомилово города Москвы,4,#REF!
100548,Дворовая территория,237367,Управа Алтуфьевского района города Москвы,4,#REF!
100549,Дворовая территория,237367,Управа Алтуфьевского района города Москвы,4,#REF!
100551,Дворовая территория,237367,Управа Алтуфьевского района города Москвы,4,#REF!
100554,Дворовая территория,237367,Управа Алтуфьевского района города Москвы,4,#REF!
100555,Дворовая территория,237367,Управа Алтуфьевского района города Москвы,4,#REF!
100557,Природно-исторический парк «Кузьминки-Люблино»,237335,Департамент природопользования и охраны окружающей среды города Москвы,2,#REF!
100561,Дворовая территория,237407,Управа района Дорогомилово города Москвы,4,#REF!
100564,"Парк, озелененная городская территория «25 квартал Баковского лесопарка ПК №178»",237335,Департамент природопользования и охраны окружающей среды города Москвы,2,#REF!
100568,Дворовая территория,237456,Управа района Южное Бутово города Москвы,4,#REF!
100569,Дворовая территория,237456,Управа района Южное Бутово города Москвы,4,#REF!
100572,Спортивный комплекс образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
100573,Дворовая территория,237412,Управа района Очаково-Матвеевское города Москвы,4,#REF!
100574,Дворовая территория,237396,Управа района Северное Измайлово города Москвы,4,#REF!
100575,Парк (озелененная городская территория) «Чоботовский лес»,237335,Департамент природопользования и охраны окружающей среды города Москвы,3,#REF!
100600,Дворовая территория,237412,Управа района Очаково-Матвеевское города Москвы,4,#REF!
100605,Дворовая территория,237412,Управа района Очаково-Матвеевское города Москвы,4,#REF!
100615,Дворовая территория,237412,Управа района Очаково-Матвеевское города Москвы,4,#REF!
100616,Дворовая территория,237412,Управа района Очаково-Матвеевское города Москвы,4,#REF!
100623,Детский досуговый центр,237332,Департамент культуры города Москвы,3,#REF!
100625,Дворовая территория,237399,Управа района Крюково города Москвы,4,#REF!
100631,Спортивный комплекс дошкольного образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
100637,Дворовая территория,237412,Управа района Очаково-Матвеевское города Москвы,4,#REF!
100642,Зона отдыха «Борисовские пруды»,237332,Департамент культуры города Москвы,2,#REF!
100643,Дворовая территория,237420,Управа района Северное Тушино города Москвы,4,#REF!
100644,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100645,Дворовая территория,237457,Управа района Ясенево города Москвы,4,#REF!
100647,Скейтпарк «Каньон»,237368,Управа Бабушкинского района города Москвы,2,#REF!
100651,Дворовая территория,237457,Управа района Ясенево города Москвы,4,#REF!
100657,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100670,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100671,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100676,Дворовая территория,237412,Управа района Очаково-Матвеевское города Москвы,4,#REF!
100680,"Парк, озелененная городская территория",237335,Департамент природопользования и охраны окружающей среды города Москвы,2,#REF!
100685,Тренажерный городок парка «Кузьминки-Люблино»,237343,Префектура Юго-Восточного административного округа города Москвы,2,#REF!
100686,"Парк, озелененная городская территория",237335,Департамент природопользования и охраны окружающей среды города Москвы,2,#REF!
100687,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100689,Дворовая территория,237412,Управа района Очаково-Матвеевское города Москвы,4,#REF!
100696,Дворовая территория,237394,Управа района Перово города Москвы,4,#REF!
100703,Поле футбольное парка «Кузьминки-Люблино»,237335,Департамент природопользования и охраны окружающей среды города Москвы,2,#REF!
100705,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100711,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100714,Дворовая территория,237412,Управа района Очаково-Матвеевское города Москвы,4,#REF!
100716,Дворовая территория,237412,Управа района Очаково-Матвеевское города Москвы,4,#REF!
100717,Дворовая территория,237446,Управа Обручевского района города Москвы,4,#REF!
100719,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100721,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100722,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100723,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100724,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100725,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100726,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100727,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100730,Дворовая территория,237412,Управа района Очаково-Матвеевское города Москвы,4,#REF!
100734,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100744,Дворовая территория,237412,Управа района Очаково-Матвеевское города Москвы,4,#REF!
100749,Дворовая территория,237412,Управа района Очаково-Матвеевское города Москвы,4,#REF!
100761,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100762,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100763,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100780,Дворовая территория,237415,Управа района Солнцево города Москвы,4,#REF!
100791,Дворовая территория,237412,Управа района Очаково-Матвеевское города Москвы,4,#REF!
100816,Дворовая территория,237412,Управа района Очаково-Матвеевское города Москвы,4,#REF!
100819,Дворовая территория,237387,Управа района Гольяново города Москвы,4,#REF!
100820,Горнолыжный комплекс «Воробьёвы горы»,219165,Москомспорт.,1,#REF!
100824,Дворовая территория,237415,Управа района Солнцево города Москвы,4,#REF!
100836,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100837,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100844,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100845,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100846,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100847,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100848,Дворовая территория,237415,Управа района Солнцево города Москвы,4,#REF!
100850,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100851,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100852,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100854,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100855,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100856,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100857,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100858,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100861,Спортивный зал «50 лет Октября»,219165,Москомспорт.,3,#REF!
100862,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100863,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100864,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100866,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100867,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100868,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100871,Дворовая территория,237392,Управа района Новогиреево города Москвы,4,#REF!
100874,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100884,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100885,Дворовая территория,237342,Префектура Восточного административного округа города Москвы,4,#REF!
100965,Спортивный комплекс среднего профессионального образовательного учреждения,219814,Департамент образования и науки города Москвы,4,#REF!
